"id","nama_obat","khasiat","efek_samping","deskripsi","foto_obat"
"155","Kingkit","Batuk dan Sakit Perut.","Bagi penderita kencing manis, sebaiknya mengonsumsi tanpa pemanis madu atau gula.","Perdu tegak, lemah, tinggi 1,5-2,5 m, ranting pada ujung membengkok kemana- mana, duri terkumpul dalam ketiak daun. Daun menjari tiga, anak daun oval dengan ujung melekuk ke dalam, ukuran 1,5-4.5 x1-3 m. Bunga terkumpul 1-4 dalam ketiak daun, bermahkota tiga berwarna putih, panjang 12-16 mm. Buah berwarna merah, daging buah berupa cairan yang lekat","https://storage.googleapis.com/herbitionalbucket/foto_obat/kingkit.jpg"
"156","Kitolod","Obat Tetes Mata, Luka, dan Sakit Gigi.","Hati-hati dengan getah kitolod yang berwarna putih karena mengandung racun. Sebaiknya, berkonsultasi dengan ahli herbal bersertifikat sebelum kitolod secara langsung. Penggunaan daun tidak boleh lebih dari tiga lembar dalam satu kali penggunaan. Sebelum digunakan, usahakan selalu akan mengonsumsi dicuci bersih bagian tanaman yang digunakan.","Semak yang dapat mencapai tinggi 50 cm, batangnya berbentuk bulat, berkayu, dan berwarna hijau. Daun berbentuk panjang, berwarna hijau, permukaan kasar, ujung runcing, pangkal menyempit, tepi melekuk ke dalam, bergigi sampai melekuk menyirip Bunga berbentuk lonceng dengan tangkai panjang. Mahkotanya berbentuk bintang dan berwarna putih bersih. Buah berbentuk seperti lonceng, merunduk dan merekah dua bagian, serta berbiji banyak dengan warna putih dan berbentuk bulat telur","https://storage.googleapis.com/herbitionalbucket/foto_obat/kitolod.jpg"
"157","Kluwak","Beri-beri dan Cacingan.","Biji kluwak yang aman dan bisa digunakan untuk makanan bila telah direbus dan direndam terlebih dahulu. Jangan dikonsumsi dalam keadaan mentah.

Bila dikosumsi mentah tanpa dimasak terlebih dahulu sangat beracun karena mengandung asam sianida dalam konsentrasi tinggi. Bila dimakan dalam jumlah tertentu menyebabkan pusing dan bisa membuat mabuk. Atas dasar inilah biji kluwak sering dipakai sebagai racun untuk mata panah dalam perburuan.

","Tanaman berbentuk pohon, tingginya mencapai 40 m, kanopi lebat, diameter batang hingga 1m. Daun tunggal, tersusun spiral, bentuk bulat telur hingga menjantung, panjang 12-30 cm, berwarna hijau gelap, mengilap pada permukaan bagian atas, panjang tangkai daun 7-30 cm. Bunga majemuk berbentuk tandan, berbau harum. Buah buni bulat telur 15-25 cm menggantung pada tangkai yang melengkung, berwarna cokelat Biji keras, hampir bersudut tiga dilapisi daging putih dan beraroma.","https://storage.googleapis.com/herbitionalbucket/foto_obat/kluwak.jpg"
"158","Krangean","Sakit Gigi, Penghangat Badan, dan Demam.","Minyak esensial yang diekstrak dari buah dan daunnya memiliki bau seperti layaknya lemon. Meskipun belum ada literatur akibat negatif dari pemakaian kilemo, perlu konsultasi kepada pakar kesehatan bila pemakaian dalam jumlah yang banyak.","Perdu dengan diameter batang 6-20 cm serta tinggi pohon 5-12 m. Batang tegak, berkayu, bulat, percabangan simpodial, putih kotor. Daun tunggal, lonjong, tepi rata ujung runcing, pangkal meruncing, pertulangan menyirip, panjang 10-14cm, lebar 7-9 cm, hijau. Bunga majemuk, bentuk malai, berkelamin dua, kelopak hijau muda, bentuk mangkok, berbulu halus, mahkota bulat melengkung, kepala sari bulat, hijau kehitaman. Buah bulat, keras, hitam. Bijı bulat, putih kotor.","https://storage.googleapis.com/herbitionalbucket/foto_obat/krangean.jpg"
"159","Krisan","Perut Mulas, Batuk, Sakit Kepala, dan Sakit Mata.","Sebaiknya tidak digunakan selama kehamilan karena merupakan stimulan rahim. Efek samping seperti gangguan mulut dan lambung.","Herba tahunan yang tingginya kurang dari 1 m. Batang hijau agak kasar, tegak, bulat dan sedikit bercabang. Daun tunggal berseling, bentuk lonjong dan pangkal membulat. Berbunga banyak berwarna putih, kuning, pink, merah atau coklat Buah lonjong berbiji kecil hitam","https://storage.googleapis.com/herbitionalbucket/foto_obat/krisan.jpg"
"160","Krokot","Haid Terlalu Banyak dan Penyakit Kulit.","Sejauh ini belum ditemukan adanya kontraindikasi dari penggunaan tanaman krokot sebagai obat. Hal ini karena informasi tentang pemanfaatan tanaman obat krokot juga masih sangat terbatas. Oleh karena itu, bagi ibu hamil dan menyusui sebaiknya tetap waspada dan berkonsultasi pada ahli herbal sebelum mengonsumsinya sebagai obat.","Herba tahunan yang tumbuh mencapai timggi 50 cm. Batang berwarna merah keunguan, gemuk, dan tebal. Daun tunggal berwarna hijau berbentuk bulat telur, ujung dan pangkalnya tumpul, tepi rata dan berdaging, panjang 1-3 cm danlebar 1-2cm. Bunga majemuk terletak di ujung cabang, berwarna kuning sulfur, kelopak bewarna hijau, bertajuk, dan bersayap, mahkota berbentuk jantung, dengan 3-5 kepala putik bewarna putih dan kuning. Buah kotak, berwarna hijau, dan berbiji banyak. Biji kecil berwarna hitam, bulat, dan mengilap.","https://storage.googleapis.com/herbitionalbucket/foto_obat/krokot.jpg"
"161","Kumis Kucing","Batu Ginjal, Asam Urat, dan Sakit Pinggang.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun dan akar kumis kucing. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsi kumis kucing.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan.","Herba tumbuh tegak, biasanya bagian bawah berakar di bagian buku-bukunya, tinggi 1-2 m, batang segi empat agak beralur, berbulu pendek atau gundul. Daun tunggal, bundar telur lonjong, lanset atau belah ketupat, berbulu halus, pinggir bergerigi kasar tak teratur, kedua permukaan berbintik-bintik karena ada kelenjar minyak atsiri. Bunga berupa tandan yang keluar di ujung cabang,warna ungu pucat atau putih, benang sari lebih panjang dari tabung bunganya. Buah geluk berwama coklat gelap.","https://storage.googleapis.com/herbitionalbucket/foto_obat/kumis-kucing.jpg"
"162","Kunyit","Menurunkan Tekanan Darah, Malaria, Cacingan, Sakit Perut, Memperbanyak ASI, Stimulan, Terkilir, Memar, dan Rematik.","Kunyit dilarang dikonsumsi bagi ibu hamil karena dapat menggangu pertumbuhan janin maupun rahim, sedangkan bagi penderita batu empedu sebaiknya juga tidak dikonsumsi karena dapat memberikan kontraindikasi antara kunyit dengan obat medis yang dikonsumsi.

Sementara itu, orang lanjut usia tidak boleh makan kunyit berlebihan karena dapat menyebabkan nyeri lambung, gangguan hati maupun ginjal. Bagi orang yang sedang menjalankan kemoterapi, sebaiknya tidak mengonsumsi kunyit karena dapat menurunkan efek kemoterapi.","Semak, tinggi mencapai 70 cm. Berbatang semu, tegak, bulat, membentuk rimpang, hijau kekuningan. Daun tunggal, lanset memanjang, helai daun 3-8, ujung dan pangkal runcing, tepi rata, panjang 20-40 cm, lebar 8-12,5 cm, pertulangan menyirip, hijau pucat. Bunga majernuk, berambut, bersisik, tangkai panjang 16-40 cm, mahkota panjang 3 cm, lebar 2 1,5 cm, kuning, kelopak silindris, bercangap tiga, tipis, ungu, pangkal daun pelindung ungu. Akar serabut, berwarna cokelat muda.","https://storage.googleapis.com/herbitionalbucket/foto_obat/kunyit.jpg"
"163","Labu","Membantu Pencernaan, Demam, Cacingan, dan Mencegah Jantung Koroner.","Sejauh ini belum ditemukan adanya kontraindikasi dari penggunaan tanaman labu sebagai obat. Hal ini karena informasi tentang pemanfaatan tanaman obat labu juga masih sangat terbatas.","Semak, merambat, panjang 225 m. Batang berkayu, lunak, segilima, berambut, berbuku-buku, panjang ±25 cm, berwana hijau muda. Daun tunggal, bulat, bertangkai, tangkai berlubang, ujung runcing, tepi berombak, pangkal membulat, berbulu, panjang 7-35 cm, lebar 6-30 cm, beralur, pertulangan menyirip, berwarna hijau. Bunga tunggal di ketiak daun, bentuk corong, panjang 115 cm, kuning. Kelopak berbentuk lonceng, pangkal berlekatan berambut, hijau pucat, mahkota bentuk corong, bercangap lima, berbulu, beralur, kuning. Buah berukuran besar, keras kulitnya, cenderung berbentuk lonjong. Daging buahnya lunak dengan rasa mulai dari tawar sampai manis. Tangkai buah keras, bersudut, membesar di bagian dekat buah, dan “tenggelam” ke dalam buah. Biji keras, pipih, panjang 13,5 cm, lebar 25 mm, dan berwarna cokelat muda.","https://storage.googleapis.com/herbitionalbucket/foto_obat/labu.jpg"
"164","Labu Siam","Kolesterol, Hipertensi, Asam Urat, Diabetes, dan Sariawan.","Sejauh ini belum ditemukan adanya kontraindikasi dari penggunaan tanaman labu sebagai obat. Hal ini karena informasi tentang pemanfaatan tanaman obat labu juga masih sangat terbatas.","Tumbuhan merambat di tanah atau agak memanjat. Batang lunak, beralur memiliki banyak cabang dan sulur pembelit. Daun tunggal berbentuk jantung, pangkal dan ujung runcing, tepi bertoreh, pertulangan menjari dan permukaannya berbulu Bunga majemuk muncul di ketiak daun, berwarna kuning. Buah lonjong, menggantung, memiliki kulit yang tipis, berwarna hijau pucat dan memiliki beberapa alur vertikal di permukaan kulitnya. Beberapa jenis lain memiliki permukaan penuh dengan duri runcing, sedangkan yang lain memiliki kulit yang halus. Daging buah berwarna putih pucat dan membungkus bakal biji.","https://storage.googleapis.com/herbitionalbucket/foto_obat/labu-silam.jpg"
"165","Merica","Asma, Mencret, dan Masuk Angin.","Di Rusia, banyak terjadi kasus penyakit kanker esophagus. Setelah diamati, masyarakat di sana banyak mengonsumsi Piper nigrum, terutama di musim dingin. Berdasarkan penelitian yang dilakukan, senyawa piperine strukturnya mirip sekali dengan hasil metabolit safrol 3-piperidyl- 1-(3′-4-metilenedioksifenil)-1-propanon dalam air seni, yang diyakini bersifat mutagenik dan karsinogenik. Sama halnya safrol, piperine terbukti bersifat merangsang regenerasi sel-sel hepar secara agresif.","Tanaman teramasuk herba memanjat. Batang bulat, beruas, bercabang, mempunyai akar pelekat, warna hijau kotor. Daun tunggal, bulat telur, pangkal bentuk jantung, ujung runcing, tepi rata, panjang 5-8 cm, lebar 2-5 cm, pertulangan menyirip, berwarna hijau. Bunga majemuk, berbentuk bulir, menggantung, panjang 3,5-22 cm, berwarna hijau. Buah buni, bulat, buah muda berwarna hijau dan setelah tua berwarna merah.","https://storage.googleapis.com/herbitionalbucket/foto_obat/merica.jpeg"
"166","Landep","Sakit Gigi.","Hasil penelitian menyebutkan bahwa rebusan daun landep dan daun kumis kucing yang diberikan pada tikus putih menunjukkan kenaikan pengeluaran air kencing secara bermakna.","Perdu, tinggi 1,5–2 m. Batang berkayu, segi empat, berbuku-buku, berambut, berduri kuat pada ketiak daun. Daun tunggal, berhadapan, jorong sampai lanset atau bundar telur memanjang, ujung meruncing, pangkal meruncing menyempit sepanjang tangkai, tepi rata agak berombak, panjang 2-18 cm, lebar 2-6,5 cm, pertulangan menyirip,warnanya hijau. Bunga tunggal, simetris dua sisi, di ketiak daun, mahkota bertaju lima, bentuk elips memanjang, warnanya kuning. Buah kotak, bulat telur, keras, terbagi dua, warnanya hijau. Biji bulat telur, pipih, mengilap seperti beludu, warna cokelat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/landep.jpg"
"167","Landik","Gigitan Serangga, Bengkak, Bisul, Luka Berdarah, Koreng, dan Rematik.","Ekstrak daun landik sebaiknya tidak diberikan pada terapi antidiabetes maupun diabetes karena kemungkinan adanya interaksi hypoglycaemic. Sebaiknya tidak diberikan bersamaan dengan obat yang mengandung phenobarbitone.

","Perdu dengan batang berduri dan bercabang banyak, cokelat tua. Daun tunggal, berhadapan, bertangkai pendek, pada pangkal tangkai terdapat sepasang duri yang kuat dan tajam berwarna merah ungu. Bentuk daun lanset, panjang 4-8 cm, lebar 1-2 cm, ujung runcing, pangkal menyempit, tepi rata, berambut halus putih, warna daun hijau mengilap. Bunga berwarna kuning emas, berkumpul dalam rangkaian berbentuk bulir yang keluar di ujung batang. Buah kotak, bulat, hijau. Biji bulat pipih, cokelat kehitaman.","https://storage.googleapis.com/herbitionalbucket/foto_obat/landik.jpg"
"168","Legundi","Eksim, Kejang Perut, Kudis, Batuk, Batuk Rejan, Luka, Radang Amandel, Demam, Haid, Beri-beri, TBC, Gangguan Haid, Tifus, dan Pusing. ","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi bagian tanaman legundi. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsinya.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter","Semak atau pohon kecil. Daun majemuk, sampai membulat telur sungsang, anak daun lateral duduk atau agak duduk Perbungaan terbatas di ketiak daun atau di ujung percabangan, tersusun dalam malai, mahkota berwarna biru sampai ungu atau violet. Buah membulat sampai membulat telur, berwarna hitam atau hitam-kebiruan saat matang.","https://storage.googleapis.com/herbitionalbucket/foto_obat/legundi.jpg"
"169","Lengkuas Hutan","Bisul.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping.","Herba tegak, tinggi 1-4 m, tumbuh dalam rumpun yang rapat. Batang merupakan batang semu, yang merupakan kumpulan pelepah daun yang menyatu, berwarna hijau muda. Daun tunggal berwarna hijau, duduk berseling, berbentuk lanset, panjang 40-80 cm dan lebar 9-12 cm. Permukaan daun bagian atas licin, tetapi permukaan bawahnya berbulu. Bunga majemuk berwarna putih, tersusun dalam tandan yang muncul dari ujung batang. Kelopak 3 buah, berlekuk, berwarna putih. Buah buni, bulat, keras, dan berbulu; saat muda berwarna hijau, setelah tua berubah menjadi jingga. Bijinya banyak, kecil, lonjong, berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/lengkuas-hutan.jpg"
"170","Lengkuas","Menjaga Stamina Pria dan Panu.","Serbuk rimpang lengkuas jika dikonsumsi dengan dosis 3-4 kg akan meningkatkan tekanan gula darah. Sebaiknya tidak mengonsumsi dengan berlebihan. Efek lainnya adalah menurunkan konsentrasi lipid pada serum.","Herba tegak, tersusun oleh pelepah- pelepah daun yang bersatu membentuk batang semu, berwarna hijau agak keputih-putihan. Daun tunggal berwarna hijau, bertangkai pendek tersusun berseling, bentuk lanset memanjang dan ujungnya runcing, pangkal tumpul dengan tepi daun rata. Pertulangan daun menyirip, panjang 20-60 cm, lebar 4-15 cm. Bunga majemuk berbentuk lonceng, berwarna putih kehijauan atau putih kekuningan. Buah buni, bulat, keras, ketika muda berwarna hijau- kuning, setelah tua berubah menjadi hitam kecokelatan, berdiameter ±1 cm. Bijinya kecil-kecil, berbentuk lonjong, dan berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/lengkuas-.jpg"
"171","Leunca","Herves, Borok, Kanker, Peluruh Kencing, Sakit Perut, Batuk, Hipertensi, dan Mengurangi Jumlah Sel Darah Putih pada Tubuh.","Mengonsumsi leunca, buah maupun daunnya dapat menyebabkan keracunan. Pada daun yang tua mengandung glikoalkaloid solanin. Buah yang dikonsumsi mentah mengandung konsentrasi alkaloid sangat tinggi. Mengonsumsi ,daun maupun buah leunca dalam jumlah banyak atau besar dapat menyebabkan muntah, iritasi lambung, banyak keluar air liur, mengantuk, sakit perut, diare, lemas, gemetar serta gangguan pernapasan.","Perdu semusim atau tahunan, dapat mencapai tinggi im. Batang ditutupi rambut halus. Daun dapat mencapai panjang 7 cm dan lebar 5 cm, bercangap di tepinya, dan permukaannya ditutupi rambut. Bunga tersusun dalam rangkaian, mahkota berwarna putih kehijauan, dengan kepala sari kuning tegak, menutupi putiknya. Buah biasanya kecil, diameter kurang dari 1 cm, sewaktu muda berwarna hijau dan berubah menjadi ungu pekat ketika masak.","https://storage.googleapis.com/herbitionalbucket/foto_obat/leunca.jpg"
"172","Lidah Buaya","Penyubur Rambut, Luka Bakar, Bisul, Kencing Manis, Batuk Rejan, dan Sembelit.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun lidah buaya","Herba dengan batang yang sangat pendek. Daunnya agak runcing berbentuk taji, tebal, getas, tepinya bergerigi/berduri kecil, permukaan berbintik-bintik, panjang 15-36 cm, lebar 2-6 cm, bunga bertangkai yang panjangnya 60–90 cm, bunga berwarna kuning kemerahan (jingga).","https://storage.googleapis.com/herbitionalbucket/foto_obat/lidah-buaya.jpg"
"173","Lidah Mertua","Batuk, Diabetes, dan Ambeien.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun dan rimpang lidah mertua.","Herba tahunan dengan tinggi 0,4– 1,8 m. Batangnya membentuk rimpang berwarna kekuningan. Daunnya tunggal dengan duduk daun berkarang, berdaging, berbentuk lanset, berwarna hijau tua bernoda putih atau kuning, kadang dengan tepian berwarna kuning. Bunganya majemuk, berbentuk tandan, panjangnya mencapai 85 cm, muncul dari ujung akar rimpang, berwarna putih kekuningan. Buah buni, berbentuk bulat telur, berwarna hijau. Biji juga bulat telur berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/lidah-mertua.jpg"
"174","Jeruk Bali","Kolesterol.","Hasil penelitian menyebutkan bahwa Citrus maxima telah terbukti memiliki efek hypoglycemic artinya berdampak pada penurunan kadar glukosa dalam darah secara tidak normal. Oleh karena itu, sebaiknya tidak mengonsumsi dalam jumlah yang berlebihan","Pohon, tinggi s-15 m, percabangan rendah dan menyebar. Daun bundar telur sampai jorong, panjang 5-20 cm dan lebar 2-12 cm, terdapat bercak-bercak kelenjar minyak, pangkal membundar sampai agak menjantung, tepi rata sampai bergerigi, ujung runcing menumpul, tangkai daun bersayap melebar, sayap berbentuk jantung terbalik. Perbungaan di ketiak daun, dengan satu atau beberapa bunga yang mengelompok. Bunga besar, daun mahkota berwarna putih krem. Buah bulat, berdiameter 10-30 cm, berwarna kuning kehijauan dengan bercak-bercak kelenjar yang padat, kulit tebal, bagian dalam merah jingga, dengan beberapa biji besar dan kekuningan.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jeruk-bali.jpg"
"175","Mahkota Dewa","Eksim, Tumor, Kanker Payudara, Kanker Rahim, Diabetes Mellitus, Hepatitis, Kolesterol, Lemah Syahwat, Disentri, dan Leukimia.","Sebaiknya tetap berkonsultasi dengan dokter karena meskipun herbal, mahkota dewa juga memiliki efek samping jika dikonsumsi tanpa melalui cara pengolahan yang baik dan benar. Demikian halnya dengan dosis. Tetap berhati-hati! meski berkhasiat, bagian biji buah mahkota dewa disarankan untuk dihindari karena memiliki kandungan tak baik bagi tubuh manusia.","Pohon atau perdu dengan tajuk bercabang-cabang, tinggi tanaman dapat mencapai 10 m. Daun tunggal, letaknya berhadapan, bertangkai pendek, bentuknya lanset atau jorong, ujung dan pangkal runcing, tepi rata, pertulangan menyirip, permukaan licin, warnanya hijau tua. Bunga letaknya tersebar di batang atau ketiak daun, bentuk tabung, berukuran kecil, berwarna putih, dan harum. Buah sebesar telur ayam atau apel dengan warna merah marun. Daging buah berwarna putih, berserat, dan berair.","https://storage.googleapis.com/herbitionalbucket/foto_obat/mahkota-dewa.jpg"
"176","Manggis","Kanker, Diare, Disentri, dan Sariawan.","Sebaiknya pasien dengan penyakit diabetes melitus menghindari konsumsi manggis karena adanya kandungan gula di dalamnya. Selain itu, bagi wanita hamil dan menyusui tetaplah berkonsultasi sebelum mengkonsumsi manggis. Sebuah penelitian menyebutkan bahwa xanthones pada manggis dapat mengganggu proses pembekuan darah yang normal.

Namun hingga kini masih belum diketahui apakah ada interaksi antara xanthones manggis dengan obat pengencer darah seperti warfarin yang mungkin menyebabkan pendarahan. Penggunaan dalam dosis tinggi dapat menekan sistem saraf pusat pada hewan dan menyebabkan sedasi.

Xanthone dapat menyebabkan kelebihan sedasi bila dikombinasikan dengan herbal atau obat lainnya yang mungkin beracun pada dosis yang lebih tinggi, sementara itu penelitian pada manusia belum pernah dilakukan","Pohon yang tingginya mencapai 15 m. Batang berkayu, bulat, tegak bercabang simpodial, dan berwarna hijau kotor. Daun tunggal, berbentuk lonjong, ujung runcing, pangkal tumpul, tepi rata, pertulangan menyirip, panjang 20- 25 cm lebar 6-9 cm, tebal, bertangkai silindris hijau. Bunga tunggal, berkelamin dua, muncul di ketiak daun. Buah bulat berdiameter 6-8 cm dengan warna kulit cokelat keunguan. Biji bulat berdiameter 2 cm, dalam satu buah terdapat 5-7 biji yang dilapisi daging putih.","https://storage.googleapis.com/herbitionalbucket/foto_obat/manggis.jpg"
"177","Mangkokan","Peluruh Kencing, Bau Keringat, Kanker Payudara, Penumbuh Rambut, dan Luka.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari penggunaan daun mangkokan sebagai obat.","Tanaman termasuk perdu tahunan, tumbuh tegak, tinggi 1-3 m. Batang berkayu, bercabang, bentuknya bulat, panjang, dan lurus. Daun tunggal, bertangkai, agak tebal, bentuknya bulat berlekuk seperti mangkok, pangkal berbentuk jantung, tepi bergerigi, diameter 6-12 cm, pertulangan menyirip, warnanya hijau tua. Bunga majemuk, bentuk payung, warnanya hijau. Buah buni, pipih, hijau. Biji kecil, keras, dan berwama cokelat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/mangkokan.jpg"
"178","Markisa","Sariawan.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi buah markisa. Sebaiknya tidak mengonsumsi dengan memakan atau meminum dalam jumlah yang berlebihan. ","Tanaman merambat dengan batang cukup besar. Daun berseling, bentuk agak belahan. Tanaman dilengkapi dengan sulur yang muncul pada ketiak daun untuk merambat. Bunga putih dengan ukuran diameter 5-7 cm. Buah elips membulat tidak berambut, dengan diameter 4- 5 cm, warna hijau kemudian saat masak menjadi kuning.","https://storage.googleapis.com/herbitionalbucket/foto_obat/markisa.jpg"
"179","Matico","Bisul dan Luka.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi matico.","Semak atau pohon kecil dengan tinggi batang mencapai 8 m. Daun bulat telur, ujung runcing, pangkal membulat, tepi rata, tangkai berbulu halus, silindris 5- 10 mm, panjang daun 10-20 cm, lebar 3-5 cm. Bunga majemuk, berbentuk bulir, berkelamin satu atau dua, daun pelindung bertangkai o,5-1,25 mm, melengkung, tangkai benang sari pendek, kepala sari kecil, bakal buah duduk, kepala putik 2-3, pendek, putih atau putih kekuningan. Buah buni, bertangkai pendek, panjang bulir 12-14 cm, masih muda kuning kehijauan dan setelah tua berwarna hijau. Biji kecil berwarna cokelat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/matico2.jpg"
"180","Melati","Mata Merah dan Demam.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi bunga dan daun melati. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum 6ue berkonsultasi dengan herbalis atau dokter.","Tanaman berbentuk perdu merambat yang terjurai atau longgar ketika muda dan berakar di buku-buku atau membesar, tinggi mencapai 3 m. Daun bulat telur berukuran 2,5-9 cm x 2-6,5 cm, tipis, iedwes buesbuns bunjuel unep jexbued menumpul atau membaji, ujung daun menumpul atau melancip, tepi daun berombak, gundul atau berbulu halus di vena utama. Perbungaan terbatas dengan tiga bunga atau sebuah tandan padat dengan banyak bunga. Bunga tunggal atau berpasangan dengan 7-1o ruas kelopak, panjang 2,5-7 mm, berbulu halus, panjang tabung mahkota 7-15 mm dengan banyak cuping, bundar telur atau lonjong, panjang 8-15 mm, kebanyakan berwarna putih, beraroma kuat. Buah buni hitam, dikelilingi kelopak.","https://storage.googleapis.com/herbitionalbucket/foto_obat/melati-1.jpg"
"181","Melinjo","Peluruh Kencing, Anemia, Obat Mata, dan Busung Lapar.","Meski manfaat dalam pengobatannya ada, tetapi konsumsi terutama buah emping yang diolah menjadi keripik tidak boleh berlebihan karena dapat menyebabkan asam urat.

Sejauh ini belum ditemukan informasi tentang adanya kontraindikasi. Namun, sebaiknya ibu hamil dan menyusui tetap berkonsultasi jika ingin mengonsumsinya sebagai obat.","Pohon yang berbatang lurus, tingginya dapat mencapai 10 m. Daun berhadapan, berbentuk jorong, panjang 7.5-20 cm dán lebar 2,-10 cm, urat daun sekunder saling bersambungan. Perbungaan majemuk soliter dan aksiler, melingkar di tiap ruas, panjang bunga 3-6 cm, berbentuk bola. Buah seperti buah keras, berbentuk runcing pendek, ketika masak berwarna hijau dan akan berubah dari kuning, merah, hingga keunguan saat masak. Hanya satu biji dalam satu buah, ditutupi leh lapisan keras, bagian dalamnya putih.","https://storage.googleapis.com/herbitionalbucket/foto_obat/melinjo.jpg"
"182","Mengkudu","Batuk dan Hipertensi.","Hindari konsumsi buah mengkudu jika sedang dalam pengobatan tekanan darah tinggi karena mengonsumsi jus mengkudu menyebabkan peningkatan potassium dalam darah. Bagi yang sedang dalam pengobatan liver, hindari mengonsumsi buah mengkudu karena dapat meningkatkan risiko kerusakan liver.

Beberapa obat yang mengandung warfarin (coumadin) dapat berinteraksi dengan buah mengkudu yang menyebabkan penurunan kerja coumadin sehingga memperlambat pembekuan darah. Selain itu, potassium diuretic juga berinteraksi dengan buah mengkudu dimana dapat meningkatkan potassium dalam tubuh.

Sebagai tambahan, sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Semak atau pohon kecil yang tingginya dapat mencapai 10 m. Kulit batang keabu- abuan atau cokelat kekuningan. Daun tunggal, berbentuk jorong melanset dengan panjang 10-40 cm, mengilap. Perbungaan bongkol gundul. Bunga harum dan berwarna putih. Buah lonjong, panjangnya sampai 15 cm, berwarna hijau keputihan dengan bau yang kurang sedap ketika masak, berbiji banyak berwarna hitam kecokelatan.","https://storage.googleapis.com/herbitionalbucket/foto_obat/mengkudu1.jpg"
"183","Meniran","Peluruh Kencing, Diare, Asites, Infeksi Saluran Pencernaan, Luka, Scabies, Penyakit Kuning, Penambah Nafsu Makan, dan Demam.","Pasien dengan gangguan jantung atau sedang melakukan pengobatan jantung sebaiknya berkonsultasi pada dokter sebelum mengonsumsi meniran karena terdapat kontraindikasi pada sebagian pasien penderita jantung. Konsumsi meniran dengan dosis tinggi pada wanita hamil sebaiknya dihindari.

Ada kemungkinan berpotensi menyebabkan ketidaksuburan wanita, meskipun baru diuji pada tikus bukan pada manusia. Bagi penderita hypoglycemic, diabetes sebaiknya berkonsultasi sebelum mengonsumsi meniran.

Penggunaan jangka panjang dapat menyebabkan elektrolit dan mineral dalam tubuh tidak seimbang, Meskipun hingga tiga bulan belum terlihat efek sampingnya pada manusia, tetapi tidak ada salahnya berkonsultasi terlebih dahulu pada ahli herbal atau dokter sebelum mengonsumsi meniran terutama pada waktu yang lama dan dosis yang tinggi.

","Herba semusim, tumbuh tegak, tinggi mencapai i m. Batang bulat, liat, masif, tidak berbulu, licin, berwarna hijau keunguan, sering bercabang banyak dengan tangkai berwarna hijau keunguan. Daun majemuk berseling, warna hijau, anak daun 15-24 helai, bular telur, tepi rata, pangkal membulat, ujung tumpul, di bawah ibu tulang daun sering terdapat butiran kecil-kecil, menggantung. Bunga tunggal, kelopak berbentuk bintang, sedang mahkota berukuran kecil berwarna putih. Buah kotak, bulat, hijau keunguan. Biji kecil, keras, berbentuk ginjal, dan berwarna cokelat tua.","https://storage.googleapis.com/herbitionalbucket/foto_obat/meniran0.jpg"
